Address 1,Address 2,Address 3,Postcode,Permitted Occupants,Licence Issue Date,Licence Expiry Date,Licence Number,latitude,longitude,geocoded_address,marker-symbol,marker-color
,109,Broomspring Lane,S10 2FD,7,26-Mar-21,09-Oct-25,5152,53.3780801,-1.486711,"109 Broomspring Ln, Broomhall, Sheffield S10 2FD, UK",home,#1D9A6C
,111,Broomspring Lane,S10 2FD,7,19-Mar-21,09-Oct-25,5131,53.3780819,-1.4867979,"111A Broomspring Ln, Broomhall, Sheffield S10 2FD, UK",home,#1D9A6C
,113,Broomspring Lane,S10 2FD,5,26-Sep-22,27-Jul-26,5953,53.3781087,-1.486952,"113 Broomspring Ln, Broomhall, Sheffield S10 2FD, UK",home,#0F596B
,182,Broomspring Lane,S10 2FE,10,25-May-22,31-Aug-26,5784,53.37855219999999,-1.4895526,"182 Broomspring Ln, Broomhall, Sheffield S10 2FE, UK",home,#ADDAA1
,7,Bruce Road,S11 8QD,5,14-May-21,31-May-25,5288,53.36882720000001,-1.4955674,"7 Bruce Rd, Sharrow, Sheffield S11 8QD, UK",home,#0F596B
,25,Bruce Road,S11 8QD,5,08-Feb-22,04-Oct-26,5680,53.3684433,-1.4954888,"25 Bruce Rd, Sharrow, Sheffield S11 8QD, UK",home,#0F596B
,109,Brunswick Road,S3 9LQ,6,05-May-23,10-Jun-25,6176,53.39171049999999,-1.4606101,"109 Brunswick Rd, Sheffield S3 9LQ, UK",home,#16837A
,17,Brunswick Street,S10 2FJ,6,08-Oct-21,28-Apr-25,5488,53.37887809999999,-1.4860398,"17 Brunswick St, Broomhall, Sheffield S10 2FJ, UK",home,#16837A
,25,Brunswick Street,S10 2FJ,6,13-Mar-20,18-Feb-25,4758,53.378622,-1.4860255,"25 Brunswick St, Broomhall, Sheffield S10 2FJ, UK",home,#16837A
,51,Brunswick Street,S10 2FL,6,09-Jun-23,08-Jun-28,6187,53.3779763,-1.4860015,"51 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,53,Brunswick Street,S10 2FL,5,26-Jul-23,06-May-28,6219,53.3778839,-1.4859662,"53 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#0F596B
,54,Brunswick Street,S10 2FL,6,09-Jun-21,27-Apr-26,5345,53.3779017,-1.4864192,"54 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,56,Brunswick Street,S10 2FL,5,19-Feb-21,09-May-25,5053,53.3778381,-1.486441,"56 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#0F596B
,65,Brunswick Street,S10 2FL,6,02-Feb-21,06-Feb-25,4992,53.3776203,-1.4859645,"65 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,68,Brunswick Street,S10 2FL,5,13-Jul-23,12-Jul-28,6211,53.37751129999999,-1.4864183,"68 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#0F596B
,70,Brunswick Street,S10 2FL,7,08-Jan-24,02-Aug-28,6263,53.3774588,-1.4864205,"70 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#1D9A6C
,71,Brunswick Street,S10 2FL,6,14-Feb-23,04-Dec-27,6108,53.3774108,-1.485943,"71 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,74,Brunswick Street,S10 2FL,9,02-Jan-25,28-Nov-29,6466,53.3774062,-1.4864051,"74 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#74C67A
,77,Brunswick Street,S10 2FL,6,16-Feb-22,02-Nov-25,5710,53.3772713,-1.4859915,"77 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,79,Brunswick Street,S10 2FL,6,18-Feb-21,14-Aug-25,5044,53.3772677,-1.4859785,"79 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,80,Brunswick Street,S10 2FL,9,17-Aug-21,01-Sep-25,5432,53.3772051,-1.4863041,"80 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#74C67A
,81,Brunswick Street,S10 2FL,5,14-May-21,03-Jun-25,5289,53.37721939999999,-1.4859317,"81 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#0F596B
,83,Brunswick Street,S10 2FL,6,06-Oct-21,02-Jun-26,5485,53.3771466,-1.4859303,"83 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,85,Brunswick Street,S10 2FL,6,10-Mar-21,19-Jun-25,5102,53.3770732,-1.485966,"85 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
,89,Brunswick Street,S10 2FL,6,17-Feb-23,05-May-25,6119,53.3767769,-1.4859259,"89 Brunswick St, Broomhall, Sheffield S10 2FL, UK",home,#16837A
Walkley House,,Burnaby Crescent,S6 2RZ,45,11-Nov-21,15-Feb-26,5526,53.3961645,-1.4964806,"Walkley House, Burnaby Cres, Sheffield S6 2RZ, UK",home,#DEEDCF
,13,Burngreave Road,S3 9DA,10,28-May-24,27-May-29,6450,53.3930134,-1.4592172,"13 Burngreave Rd, Sheffield S3 9DA, UK",home,#ADDAA1
,32,Burngreave Road,S3 9DD,7,09-Feb-22,08-Feb-27,5687,53.3938121,-1.4598267,"32 Burngreave Rd, Sheffield S3 9DD, UK",home,#1D9A6C
,44,Burngreave Road,S3 9DD,6,30-Aug-21,21-Mar-26,5448,53.3940789,-1.460286,"44 Burngreave Rd, Sheffield S3 9DD, UK",home,#16837A
,77,Burngreave Road,S3 9DF,6,03-Apr-24,02-Apr-29,6366,53.3949976,-1.4627685,"77 Burngreave Rd, Sheffield S3 9DS, UK",home,#16837A
,81,Burngreave Road,S3 9DF,6,09-May-23,27-Jun-27,6180,53.3952731,-1.463069,"81 Burngreave Rd, Sheffield S3 9DF, UK",home,#16837A
Burngreave B&B,91-93,Burngreave Road,S3 9DF,17,23-Nov-21,04-Mar-26,5552,53.395554,-1.463492,"91-93 Burngreave Rd, Sheffield S3 9DF, UK",home,#DEEDCF
,6,Burns Road,S6 3GJ,5,10-Oct-23,21-Jul-28,6257,53.38756559999999,-1.4939683,"6 Burns Rd, Sheffield S6 3GJ, UK",home,#0F596B
,14,Burns Road,S6 3GJ,5,19-Jul-21,04-Feb-25,5388,53.38742449999999,-1.4938547,"14 Burns Rd, Sheffield S6 3GJ, UK",home,#0F596B
,20,Burns Road,S6 3GJ,5,06-Apr-20,15-Feb-25,4840,53.38724060000001,-1.4938143,"20 Burns Rd, Sheffield S6 3GJ, UK",home,#0F596B
,52,Burns Road,S6 3GL,5,17-Nov-22,15-Mar-27,6030,53.3863697,-1.4940915,"52 Burns Rd, Sheffield S6 3GL, UK",home,#0F596B
,54,Burns Road,S6 3GL,5,01-Feb-22,15-Nov-26,5661,53.386348,-1.4941409,"54 Burns Rd, Sheffield S6 3GL, UK",home,#0F596B
,64,Burns Road,S6 3GL,5,21-Apr-21,16-Feb-25,5204,53.3861973,-1.4943848,"64 Burns Rd, Sheffield S6 3GL, UK",home,#0F596B
,74,Burns Road,S6 3GL,6,18-Feb-21,16-Mar-25,5049,53.3860925,-1.4946706,"74 Burns Rd, Sheffield S6 3GL, UK",home,#16837A
,81,Burns Road,S6 3GL,5,04-May-21,20-Mar-26,5235,53.3860454,-1.4941989,"81 Burns Rd, Sheffield S6 3GL, UK",home,#0F596B
,87,Burns Road,S6 3GL,5,03-Jan-24,24-Oct-28,6293,53.3860136,-1.49444,"87 Burns Rd, Sheffield S6 3GL, UK",home,#0F596B
Bessemer House,59,Carlisle Street East,S4 7QN,24,11-Feb-20,10-Feb-25,4637,53.3943034,-1.4509116,"Bessemer House, 59 Carlisle St E, Sheffield S4 7QN, UK",home,#DEEDCF
,8,Carter Knowle Road,S7 2DX,6,18-May-22,19-Aug-26,5763,53.3543147,-1.4867477,"8 Carter Knowle Rd, Sheffield S7 2DX, UK",home,#16837A
,27,Carter Knowle Road,S7 2DW,6,09-Mar-23,30-Nov-27,6137,53.3536728,-1.4879891,"27 Carter Knowle Rd, Sheffield S7 2DW, UK",home,#16837A
,35,Carter Knowle Road,S7 2DW,6,29-Feb-24,28-Feb-29,6462,53.3534686,-1.4885126,"35 Carter Knowle Rd, Sheffield S7 2DW, UK",home,#16837A
,39,Carter Knowle Road,S7 2DW,6,06-Jan-21,11-Apr-25,4958,53.3534478,-1.4889427,"39 Carter Knowle Rd, Sheffield S7 2DW, UK",home,#16837A
,41,Carterknowle Road,S7 2DW,6,14-Mar-23,07-May-27,6142,53.3534059,-1.4889841,"41 Carter Knowle Rd, Sheffield S7 2DW, UK",home,#16837A
,5,Cemetery Avenue,S11 8NT,5,09-Jul-24,08-Jul-29,6326,53.37030069999999,-1.4909364,"5 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,6,Cemetery Avenue,S11 8NT,5,14-Aug-20,13-Aug-25,4860,53.3701389,-1.4913127,"6 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,8,Cemetery Avenue,S11 8NT,5,14-Jun-22,08-May-27,5832,53.3701139,-1.4911695,"8 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,12,Cemetery Avenue,S11 8NT,5,23-Dec-21,17-Jun-25,5631,53.3700335,-1.4912083,"12 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,14,Cemetery Avenue,S11 8NT,5,08-Jun-21,31-May-25,5332,53.3700106,-1.4910685,"14 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,19,Cemetery Avenue,S11 8NT,5,28-Apr-21,01-Mar-26,5217,53.3700079,-1.490744,"19 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,24,Cemetery Avenue,S11 8NT,5,02-Jun-22,01-Jun-27,5809,53.3698275,-1.4909859,"24 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,25,Cemetery Avenue,S11 8NT,6,26-Oct-21,26-May-25,5511,53.36979299999999,-1.4910747,"25 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#16837A
,26,Cemetery Avenue,S11 8NT,5,28-Nov-23,27-Nov-28,6318,53.3697637,-1.4910155,"26 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,28,Cemetery Avenue,S11 8NT,5,28-Oct-21,11-Jun-25,5516,53.3697607,-1.4909159,"28 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,29,Cemetery Avenue,S11 8NT,6,20-Aug-21,28-Mar-25,5437,53.3697883,-1.4905935,"29 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#16837A
,30,Cemetery Avenue,S11 8NT,5,24-May-22,09-Jan-27,5778,53.3696681,-1.4909418,"30 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,31,Cemetery Avenue,S11 8NT,6,30-Aug-23,30-May-28,6239,53.3697586,-1.4906697,"31 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#16837A
,38,Cemetery Avenue,S11 8NT,6,09-Sep-21,12-Apr-25,5466,53.3695376,-1.4907533,"38 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#16837A
,42,Cemetery Avenue,S11 8NT,6,26-Oct-21,10-May-25,5506,53.3692995,-1.4906135,"42 Cemetery Ave, Sharrow, Sheffield S11 8NT, UK",home,#16837A
Flat 2,9,Cemetery Road,S11 8FJ,5,08-May-24,30-Jan-29,6407,53.3723932,-1.4771577,"2, 9 Cemetery Rd, Highfield, Sheffield S11 8FJ, UK",home,#0F596B
,154,Cemetery Road,S11 8FR,5,07-May-24,08-Jan-29,6402,53.3704109,-1.4827045,"154 Cemetery Rd, Sharrow, Sheffield S11 8FR, UK",home,#0F596B
,181,Cemetery Road,S11 8FQ,5,01-Sep-23,20-Aug-28,6242,53.3698805,-1.4831578,"181 Cemetery Rd, Sharrow, Sheffield S11 8BN, UK",home,#0F596B
,195,Cemetery Road,S11 8FQ,5,19-Jul-22,17-Jan-27,5872,53.3696964,-1.4835688,"195 Cemetery Rd, Sharrow, Sheffield S11 8FQ, UK",home,#0F596B
,207,Cemetery Road,S11 8FQ,7,17-May-22,27-Mar-27,5760,53.3695014,-1.4839867,"207 Cemetery Rd, Sharrow, Sheffield S11 8FQ, UK",home,#1D9A6C
,209,Cemetery Road,S11 8FQ,6,26-Apr-23,24-Jan-28,6165,53.3694583,-1.48406,"209 Cemetery Rd, Sharrow, Sheffield S11 8FQ, UK",home,#16837A
,213,Cemetery Road,S11 8FQ,6,11-Jan-22,19-Jun-25,5642,53.3694292,-1.4842312,"213 Cemetery Rd, Sharrow, Sheffield S11 8FQ, UK",home,#16837A
,233,Cemetery Road,S11 8FQ,6,30-Mar-20,04-Feb-25,4827,53.36906510000001,-1.4849657,"233 Cemetery Rd, Sharrow, Sheffield S11 8FQ, UK",home,#16837A
,289,Cemetery Road,S11 8FS,6,08-Feb-21,12-Apr-25,4999,53.368132,-1.4870601,"289 Cemetery Rd, Sharrow, Sheffield S11 8FS, UK",home,#16837A
,8 & 10,Chandos Street,S10 2PP,8,02-Jun-22,01-Jun-27,5810,53.377037743990805,-1.4996383888665095,"8 & 10 Chandos Street, Sheffield, S10 2PP, UK",home,#48B16D
,39,Charlotte Road,S1 4TJ,5,13-Sep-21,11-Apr-25,5468,53.3724989,-1.4699334,"39 Charlotte Rd, Highfield, Sheffield S1 4TJ, UK",home,#0F596B
,51,Charlotte Road,S1 4TJ,6,22-Dec-21,26-Oct-26,5626,53.3722527,-1.4695179,"51 Charlotte Rd, Highfield, Sheffield S1 4TJ, UK",home,#16837A
,72,Charlotte Road,S1 4TL,5,23-Nov-21,29-Jul-26,5557,53.3719121,-1.4695025,"72 Charlotte Rd, Highfield, Sheffield S1 4TL, UK",home,#0F596B
,96,Charlotte Road,S1 4TL,5,21-Feb-22,02-Feb-27,5712,53.37163169999999,-1.4690212,"96 Charlotte Rd, Highfield, Sheffield S1 4TL, UK",home,#0F596B
,104,Charlotte Road,S1 4TL,5,09-Feb-22,31-Dec-25,5690,53.3715069,-1.4688948,"104 Charlotte Rd, Highfield, Sheffield S1 4TL, UK",home,#0F596B
,127,Charlotte Road,S2 4EQ,5,10-Aug-22,09-Aug-27,6114,53.3710439,-1.4674645,"127 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,140,Charlotte Road,S2 4EQ,5,27-Jul-22,13-Aug-26,5886,53.3707401,-1.4674836,"140 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,144,Charlotte Road,S2 4EQ,5,27-Sep-21,23-Jul-26,5471,53.370665,-1.4674205,"144 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,145,Charlotte Road,S2 4EQ,5,08-Mar-24,08-Nov-28,6329,53.3705632,-1.4666461,"145 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,159,Charlotte Road,S2 4EQ,5,23-Nov-22,13-Aug-27,6062,53.3702321,-1.4660835,"159 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,161,Charlotte Road,S2 4EQ,5,27-Oct-20,08-Apr-25,4889,53.3701594,-1.465968,"161 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,165,Charlotte Road,S2 4EQ,5,10-Nov-22,01-Nov-26,6000,53.3701005,-1.4658206,"165 Charlotte Rd, Highfield, Sheffield S2 4EQ, UK",home,#0F596B
,66-68,Charlotte Road,S1 4TL,5,05-Mar-24,08-Nov-28,6323,53.3718981,-1.4696544,"66-68 Charlotte Rd, Highfield, Sheffield S1 4TL, UK",home,#0F596B
,109,Cherry Street,S2 4FF,6,01-Mar-24,28-Feb-29,6451,53.3690967,-1.4680764,"109 Cherry St, Highfield, Sheffield S2 4FF, UK",home,#16837A
,111,Cherry Street,S2 4FF,5,21-Jun-23,03-Jul-28,6191,53.3690473,-1.4676934,"111 Cherry St, Highfield, Sheffield S2 4FF, UK",home,#0F596B
,229,Chesterfield Road,S8 0RP,6,13-Sep-21,08-Jun-26,5469,53.3549292,-1.4794718,"229 Chesterfield Rd, Meersbrook, Sheffield S8 0RP, UK",home,#16837A
,104a,Chesterfield Road,S8 0RS,6,21-Mar-24,11-Dec-28,6349,53.3538647,-1.4823613,"104 Chesterfield Rd, Meersbrook, Sheffield S8 0RS, UK",home,#16837A
,649-651,Chesterfield Road,S8 0RY,6,28-Jun-23,01-Apr-28,6204,53.3455064,-1.4783058,"W Spinks & Son, 649-651 Chesterfield Rd, Woodseats, Sheffield S8 0RY, UK",home,#16837A
,65a,Chesterfield Road,S8 0RL,6,04-Nov-21,20-Jun-25,5530,53.3579596,-1.4756641,"65A Chesterfield Rd, Meersbrook, Sheffield S8 0RL, UK",home,#16837A
,200,Chippinghouse Road,S7 1DR,5,21-Mar-24,08-Feb-28,6351,53.3631022,-1.4786131,"200 Chippinghouse Rd, Nether Edge, Sheffield S7 1DR, UK",home,#0F596B
,204,Chippinghouse Road,S7 1DR,7,23-Nov-23,30-Sep-28,6278,53.3631044,-1.4789593,"204 Chippinghouse Rd, Nether Edge, Sheffield S7 1DR, UK",home,#1D9A6C
,91,City Road,S2 5HF,5,20-Oct-21,29-Jun-26,5502,53.3762372,-1.4506058,"91 City Rd, Sheffield S2 5HF, UK",home,#0F596B
,129,City Road,S2 5HF,6,16-May-22,15-Feb-27,5755,53.3757722,-1.4496234,"129 City Rd, Sheffield S2 5HF, UK",home,#16837A
,137,City Road,S2 5HF,5,05-Jul-22,30-Apr-27,5856,53.3756627,-1.4492906,"137 City Rd, Sheffield S2 5HF, UK",home,#0F596B
,269,City Road,S2 5HG,10,30-Nov-21,07-Mar-26,5571,53.373948,-1.4456366,"269 City Rd, Sheffield S2 5HG, UK",home,#ADDAA1
,356,City Road,S2 1GA,5,08-Oct-21,10-May-26,5490,53.37169429999999,-1.4438851,"356 City Rd, Sheffield S2 1GB, UK",home,#0F596B
,368,City Road,S2 1GA,7,28-Jan-21,08-Jul-25,4987,53.37149119999999,-1.4437304,"368 City Rd, Sheffield S2 1GA, UK",home,#1D9A6C
,396,City Road,S2 1GA,6,26-Oct-21,16-Feb-25,5510,53.3708769,-1.443081,"396 City Rd, Sheffield S2 1GA, UK",home,#16837A
,399,City Road,S2 1GB,7,20-Jul-21,13-Jan-26,5392,53.3715,-1.443103,"399 City Rd, Sheffield S2 1GB, UK",home,#1D9A6C
,810,City Road,S2 1GN,6,10-Aug-23,28-Jun-28,6230,53.3624428,-1.4316483,"810 City Rd, Sheffield S2 1GN, UK",home,#16837A
,6,Clarke Dell,S10 2NR,9,08-Jun-21,06-Jul-26,5823,53.37372360000001,-1.4966848,"6 Clarke Dell, Broomhall, Sheffield S10 2NR, UK",home,#74C67A
"Flat 6, Ant Apartments          ",1,Clarke Drive,S10 2NS,5,30-Nov-21,27-May-25,5570,53.37369870000001,-1.4972188,"6, Clarke House, 1 Clarke Dr, Broomhall, Sheffield S10 2NS, UK",home,#0F596B
"Flat 14, Ant Apartments         ",1,Clarke Drive,S10 2NS,5,17-Dec-21,28-May-25,5619,53.37369870000001,-1.4972188,"14, Clarke House, 1 Clarke Dr, Broomhall, Sheffield S10 2NS, UK",home,#0F596B
,22,Clarke Square,S2 4NZ,5,08-Nov-23,07-Nov-28,6331,53.3687047,-1.4774555,"22 Clarke Square, Highfield, Sheffield S2 4NZ, UK",home,#0F596B
,8,Clarke Street,S10 2BS,11,30-Aug-23,24-Jul-28,6237,53.3763031,-1.4847715,"8 Clarke St, Broomhall, Sheffield S10 2BS, UK",home,#DEEDCF
,18,Clarke Street,S10 2BS,6,20-Dec-22,01-Jun-27,6084,53.376276,-1.4851819,"18 Clarke St, Broomhall, Sheffield S10 2BS, UK",home,#16837A
,26,Clarke Street,S10 2BS,6,24-Feb-21,20-Jun-25,5069,53.3763108,-1.4856696,"26 Clarke St, Broomhall, Sheffield S10 2BS, UK",home,#16837A
,65,Clarkegrove Road,S10 2NH,7,08-Aug-22,13-Feb-27,5900,53.3735704,-1.4950844,"65 Clarkegrove Rd, Broomhall, Sheffield S10 2LR, UK",home,#1D9A6C
,6,Clarkehouse Road,S10 2LB,5,03-Nov-22,15-Aug-27,5986,53.3770402,-1.4925226,"6 Clarkehouse Rd, Broomhall, Sheffield S10 2LB, UK",home,#0F596B
,8,Clarkehouse Road,S10 2LB,5,15-Nov-22,17-Aug-27,6016,53.3769547,-1.4926188,"8 Clarkehouse Rd, Broomhall, Sheffield S10 2LB, UK",home,#0F596B
,10,Clarkehouse Road,S10 2LB,5,10-Aug-22,05-Dec-26,5903,53.3769474,-1.492565,"10 Clarkehouse Rd, Broomhall, Sheffield S10 2LB, UK",home,#0F596B
,14,Clarkehouse Road,S10 2LB,5,22-Feb-23,01-Sep-27,6124,53.3768902,-1.4927161,"14 Clarkehouse Rd, Broomhall, Sheffield S10 2LB, UK",home,#0F596B
,29,Clarkehouse Road,S10 2LA,8,02-Jun-22,01-Jan-27,5811,53.376427,-1.4928043,"29 Clarkehouse Rd, Broomhall, Sheffield S10 2LA, UK",home,#48B16D
,65,Clarkehouse Road,S10 2LG,10,17-Apr-24,22-Feb-29,6396,53.3748213,-1.4958013,"65 Clarkehouse Rd, Broomhall, Sheffield S10 2LG, UK",home,#ADDAA1
,1,Clarkson Street,S10 2TQ,19,26-May-21,22-Feb-26,5314,53.3796879,-1.4895857,"1 Clarkson St, Broomhall, Sheffield S10 2TQ, UK",home,#DEEDCF
,7,Claywood Road,S2 2TJ,6,20-Dec-22,15-Aug-25,6089,53.3772536,-1.4593831,"7 Claywood Rd, Sheffield S2 2TJ, UK",home,#16837A
,14,Clementson Road,S10 1GS,5,11-Feb-20,10-Feb-25,4638,53.3839093,-1.5038552,"14 Clementson Rd, Sheffield S10 1GS, UK",home,#0F596B
,19,Clementson Road,S10 1GS,5,27-May-21,14-Apr-25,5320,53.3839963,-1.5041902,"19 Clementson Rd, Sheffield S10 1GS, UK",home,#0F596B
,24,Clementson Road,S10 1GS,8,06-Feb-23,27-Nov-27,6105,53.3841141,-1.5039126,"24 Clementson Rd, Sheffield S10 1GS, UK",home,#48B16D
,29,Clementson Road,S10 1GS,5,01-Feb-22,12-May-25,5662,53.3841426,-1.5043903,"29 Clementson Rd, Sheffield S10 1GS, UK",home,#0F596B
,32,Clementson Road,S10 1GS,5,06-Jan-20,14-Mar-25,4973,53.3842621,-1.5040167,"32 Clementson Rd, Sheffield S10 1GS, UK",home,#0F596B
,55,Clementson Road,S10 1GS,7,15-Feb-22,18-Sep-25,5704,53.38461179999999,-1.5046829,"55 Clementson Rd, Sheffield S10 1GS, UK",home,#1D9A6C
,60,Clough Road,S1 4TB,4,19-May-22,13-Mar-27,5767,53.37183,-1.4705996,"60 Clough Rd, Highfield, Sheffield S1 4TB, UK",home,#0A2F51
,67,Clough Road,S1 4TA,5,30-Aug-22,29-May-27,5929,53.3720893,-1.4704536,"67 Clough Rd, Highfield, Sheffield S1 4TA, UK",home,#0F596B
,71,Clough Road,S1 4TA,5,11-Apr-22,01-Mar-27,5733,53.3720708,-1.4703331,"71 Clough Rd, Highfield, Sheffield S1 4TA, UK",home,#0F596B
,85,Clough Road,S1 4TA,7,01-Apr-24,30-Jan-29,6377,53.3721858,-1.4693502,"85 Clough Rd, Highfield, Sheffield S1 4TA, UK",home,#1D9A6C
,87,Clough Road,S1 4TA,5,13-May-21,13-Mar-26,5280,53.3722047,-1.4692021,"87 Clough Rd, Highfield, Sheffield S1 4TA, UK",home,#0F596B
,84,Club Garden Road,S11 8BW,7,18-May-22,07-Dec-26,5751,53.3692983,-1.4793576,"84 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#1D9A6C
,98,Club Garden Road,S11 8BW,5,10-Jun-22,30-Sep-26,5830,53.3691791,-1.4793757,"98 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#0F596B
,99,Club Garden Road,S11 8BW,5,21-Nov-22,15-Apr-27,6041,53.3693088,-1.4788977,"99 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#0F596B
,106,Club Garden Road,S11 8BW,6,24-Nov-21,23-Nov-26,5562,53.3688414,-1.4794079,"106 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#16837A
,119,Club Garden Road,S11 8BW,5,08-Aug-23,01-May-28,6223,53.3688612,-1.478964,"119 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#0F596B
,121,Club Garden Road,S11 8BW,6,20-Dec-22,05-Nov-27,6082,53.3688229,-1.4789724,"121 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#16837A
,123,Club Garden Road,S11 8BW,7,26-Nov-21,11-Mar-25,5566,53.3687809,-1.4789701,"123 Club Garden Rd, Highfield, Sheffield S11 8BW, UK",home,#1D9A6C
,29,Club Street,S11 8DE,5,18-Feb-22,17-Feb-27,5707,53.3693919,-1.4797826,"29 Club St, Highfield, Sheffield S11 8DE, UK",home,#0F596B
,31,Club Street,S11 8DE,5,18-Feb-22,17-Feb-27,5706,53.36939049999999,-1.4798191,"31 Club St, Highfield, Sheffield S11 8DE, UK",home,#0F596B
,9,Cobden Place,S10 1HL,6,26-Jul-23,14-Jun-28,6215,53.3855029,-1.504881,"9 Cobden Pl, Sheffield S10 1HL, UK",home,#16837A
,2,Cobden View Road,S10 1HQ,6,15-Feb-21,12-Apr-25,5029,53.383962,-1.5018646,"2 Cobden View Rd, Sheffield S10 1HQ, UK",home,#16837A
,6,Cobden View Road,S10 1HQ,5,01-Aug-23,27-Apr-28,6225,53.3839742,-1.5020077,"6 Cobden View Rd, Sheffield S10 1HQ, UK",home,#0F596B
,130,Cobden View Road,S10 1HS,6,07-Feb-20,06-Feb-25,4836,53.3858966,-1.5045783,"130 Cobden View Rd, Sheffield S10 1HS, UK",home,#16837A
,150,Cobden View Road,S10 1HS,6,13-Mar-20,29-Apr-25,4759,53.3862666,-1.5049898,"150 Cobden View Rd, Sheffield S10 1HS, UK",home,#16837A
,151,Cobden View Road,S10 1HT,5,16-Oct-23,03-Aug-28,6260,53.3866375,-1.5059069,"151 Cobden View Rd, Sheffield S10 1HT, UK",home,#0F596B
,188,Cobden View Road,S10 1HT,6,18-Oct-22,13-May-25,5972,53.38687030000001,-1.5056716,"188 Cobden View Rd, Sheffield S10 1HT, UK",home,#16837A
,27,Colister Drive,S9 4HG,7,12-Mar-24,16-Dec-28,6335,53.3830755,-1.4154594,"27 Colister Dr, Darnall, Sheffield S9 4HG, UK",home,#1D9A6C
,9,College Street,S10 2PH,6,30-Mar-20,18-Feb-25,4829,53.37663269999999,-1.4938777,"Rose Cottage, 9 College St, Broomhall, Sheffield S10 2PH, UK",home,#16837A
,15,College Street,S10 2PH,6,06-Dec-21,01-Jun-25,5589,53.3767729,-1.4940734,"15 College St, Broomhall, Sheffield S10 2PH, UK",home,#16837A
,17,College Street,S10 2PH,6,15-Nov-22,02-May-27,6015,53.3768071,-1.4942065,"17 College St, Broomhall, Sheffield S10 2PH, UK",home,#16837A
,45,Collegiate Crescent,S10 2BR,7,08-Jul-22,18-May-25,5861,53.3715117,-1.4899563,"45 Collegiate Cres, Broomhall, Sheffield S10 2BR, UK",home,#1D9A6C
,22,Colver Road,S2 4UP,7,17-Mar-23,12-Dec-27,6153,53.3663112,-1.472422,"22 Colver Rd, Highfield, Sheffield S2 4UP, UK",home,#1D9A6C
,19,Common Side,S10 1GA,6,12-Jul-21,15-May-26,5377,53.3871574,-1.4970331,"19 Commonside, Sheffield S10 1GA, UK",home,#16837A
,43,Common Side,S10 1GD,6,26-May-21,25-May-25,5310,53.3862489,-1.4971078,"43 Commonside, Sheffield S10 1GD, UK",home,#16837A
